rho,gamma,alpha,kappa,beta_judge,top1_hit,top3_hit,posterior_consistency,map_match_rate,weighted_score
0.7,0.8,5.0,0.4,2.0,0.3523489932885906,0.7483221476510067,0.46513725169706754,0.4734848484848485,0.6092339787103714
0.5,0.4,3.0,0.4,4.0,0.3624161073825503,0.7416107382550335,0.4639374449230683,0.48484848484848486,0.6090474035666759
0.6,0.6,3.0,0.4,2.0,0.36577181208053694,0.7449664429530202,0.4593201766709813,0.4810606060606061,0.6086654386288882
0.6,0.8,3.0,0.3,2.0,0.3624161073825503,0.7516778523489933,0.4546001773548109,0.4696969696969697,0.6076680525545497
0.5,0.6,5.0,0.3,2.0,0.3523489932885906,0.738255033557047,0.46887635651203796,0.4810606060606061,0.6072209698991129
0.5,0.8,5.0,0.3,4.0,0.3624161073825503,0.7416107382550335,0.4653088964134548,0.4772727272727273,0.6070489665920259
0.7,0.8,7.0,0.4,2.0,0.35906040268456374,0.7315436241610739,0.47250630398102056,0.48863636363636365,0.6068639819676501
0.5,0.8,3.0,0.2,4.0,0.35570469798657717,0.7449664429530202,0.4592444238871458,0.4734848484848485,0.6063775607993938
0.5,0.6,5.0,0.4,2.0,0.37583892617449666,0.738255033557047,0.46378862643695984,0.4810606060606061,0.6062034238840973
0.6,0.8,3.0,0.3,4.0,0.3523489932885906,0.7449664429530202,0.46124378151072076,0.4659090909090909,0.6045047050513814
0.5,0.8,5.0,0.4,2.0,0.3691275167785235,0.7550335570469798,0.4458196389978465,0.4583333333333333,0.6041807063230592
0.5,0.8,5.0,0.4,4.0,0.3691275167785235,0.7315436241610739,0.4622583391693792,0.48484848484848486,0.6036780253689582
0.5,0.8,7.0,0.4,4.0,0.3624161073825503,0.7348993288590604,0.4645156153904929,0.4772727272727273,0.603534605689447
0.5,0.8,3.0,0.3,4.0,0.35906040268456374,0.7416107382550335,0.44711983648278664,0.45454545454545453,0.5965929727877104
0.5,0.8,3.0,0.4,4.0,0.3624161073825503,0.738255033557047,0.4467897656364553,0.4583333333333333,0.5959854699058145
0.5,0.8,3.0,0.4,2.0,0.35906040268456374,0.7449664429530202,0.4374022295613562,0.4431818181818182,0.5929182128433267
0.6,0.8,5.0,0.4,2.0,0.35906040268456374,0.7248322147651006,0.4487201403339805,0.4621212121212121,0.59079649908571
0.5,0.6,3.0,0.4,2.0,0.36577181208053694,0.7348993288590604,0.4405100528532219,0.45075757575757575,0.5907789477274473
